date,open,high,low,close,volume,ticker
2015-09-25,167.2179,167.4333,164.7351,165.6064,3436258,VOO
2015-09-28,164.7632,164.7725,161.1655,161.4372,3732895,VOO
2015-09-29,161.7745,162.9456,160.5472,161.5215,3219534,VOO
2015-09-30,163.5452,164.7444,162.7114,164.6226,4123583,VOO
2015-10-01,164.8662,165.2972,163.0205,165.0817,3948423,VOO
2015-10-02,163.0205,167.4708,162.4116,167.4708,2307155,VOO
2015-10-05,168.7731,170.6844,168.6419,170.4783,2049140,VOO
2015-10-06,170.4033,170.898,169.1947,169.9068,1325351,VOO
2015-10-07,170.8905,171.6307,169.6257,171.3308,1693811,VOO
2015-10-08,170.928,173.1203,170.5907,172.8392,3109551,VOO
2015-10-09,173.0079,173.4014,172.3052,172.9329,1651038,VOO
2015-10-12,173.0266,173.2609,172.5582,173.1391,885090,VOO
2015-10-13,172.3708,173.6169,171.818,171.9867,1022349,VOO
2015-10-14,171.8742,172.5113,170.8811,171.1809,1184112,VOO
2015-10-15,171.8274,173.7893,171.4714,173.748,2523136,VOO
2015-10-16,174.1884,174.5819,173.4427,174.4507,1241247,VOO
2015-10-19,173.9448,174.6662,173.6169,174.6568,768898,VOO
2015-10-20,174.2821,175.0783,173.9823,174.432,1151189,VOO
2015-10-21,175.0035,175.0222,173.1953,173.2983,1556881,VOO
2015-10-22,174.2821,176.496,174.2352,176.2964,1498293,VOO
2015-10-23,178.0109,178.6012,177.2052,178.2171,1624331,VOO
2015-10-26,178.114,178.1234,177.4394,177.7954,1150453,VOO
2015-10-27,177.149,177.7842,176.7461,177.4488,1442405,VOO
2015-10-28,177.861,179.51,177.1303,179.51,2251897,VOO
2015-10-29,178.9853,179.7479,178.8448,179.4444,1779006,VOO
2015-10-30,179.7161,179.8847,178.5356,178.5356,2011559,VOO
2015-11-02,178.9291,180.906,178.8073,180.653,2403483,VOO
2015-11-03,180.3907,181.8148,180.1471,181.2245,3920353,VOO
2015-11-04,181.543,181.6648,180.1438,180.7092,1786682,VOO
2015-11-05,180.8123,181.2311,179.613,180.4844,2185114,VOO
2015-11-06,180.1283,180.6624,179.0584,180.4094,2172599,VOO
2015-11-09,179.7817,179.8941,177.7767,178.723,2127809,VOO
2015-11-10,178.2545,179.1821,177.9266,179.0603,1257460,VOO
2015-11-11,179.3975,179.4631,178.3763,178.3763,1114737,VOO
2015-11-12,177.4113,177.8329,175.931,175.9872,2454885,VOO
2015-11-13,175.5282,175.7811,173.8698,173.9542,3223960,VOO
2015-11-16,173.7949,176.6524,173.6637,176.6243,1687079,VOO
2015-11-17,176.9429,177.8142,175.9816,176.4088,1879921,VOO
2015-11-18,176.9897,179.4257,176.971,179.2476,2858620,VOO
2015-11-19,179.2289,179.5849,178.8541,179.154,2155036,VOO
2015-11-20,179.8941,180.5031,179.4163,179.8192,1317636,VOO
2015-11-23,179.7817,180.3888,179.1352,179.613,1308110,VOO
2015-11-24,178.6012,180.2408,178.1796,179.9035,1571991,VOO
2015-11-25,180.0253,180.1751,179.5756,179.8473,758701,VOO
2015-11-27,179.9597,180.2408,179.4163,180.0253,894462,VOO
2015-11-30,180.3063,180.3251,179.1727,179.2945,1550956,VOO
2015-12-01,179.9316,181.1027,179.6786,181.0278,1812918,VOO
2015-12-02,180.9903,181.2397,178.8729,179.1165,1999841,VOO
2015-12-03,179.4725,179.6505,175.8842,176.5681,2724471,VOO
2015-12-04,177.0647,180.3719,176.9241,180.0346,2900787,VOO
2015-12-07,179.7723,179.7723,177.9922,178.901,1752945,VOO
2015-12-08,177.3083,178.6855,176.7649,177.758,1721707,VOO
2015-12-09,177.1865,179.2476,175.3876,176.4276,4500277,VOO
2015-12-10,176.6056,178.1796,176.2308,176.8304,4083792,VOO
2015-12-11,174.6756,175.3408,173.0922,173.3077,3084261,VOO
2015-12-14,173.6262,174.3477,171.7431,174.3477,2722593,VOO
2015-12-15,175.9029,177.0366,175.6968,176.1652,3799323,VOO
2015-12-16,177.3364,179.0228,175.8561,178.6387,6361660,VOO
2015-12-17,179.079,179.0977,175.9685,176.0341,3096008,VOO
2015-12-18,175.1534,175.2752,172.7643,172.7643,4531400,VOO
2015-12-21,174.1139,174.425,172.917,174.293,2168689,VOO
2015-12-22,175.1601,176.1403,174.1705,175.867,2423276,VOO
2015-12-23,176.9508,178.0724,176.7812,177.9781,2275458,VOO
2015-12-24,177.8367,178.2891,177.5069,177.6671,1171195,VOO
2015-12-28,177.0451,177.3561,176.244,177.2807,2668300,VOO
2015-12-29,178.5342,179.552,178.4494,179.2599,1757106,VOO
2015-12-30,179.0431,179.0582,177.8179,177.9404,2535957,VOO
2015-12-31,177.2995,177.9027,176.178,176.178,2395239,VOO
2016-01-04,173.1997,173.7181,171.6069,173.7087,4193516,VOO
2016-01-05,173.9537,174.4674,172.8793,174.0197,2882479,VOO
2016-01-06,171.4656,172.8322,170.7681,171.8143,2755124,VOO
2016-01-07,168.8455,170.5891,167.2904,167.6297,4952509,VOO
2016-01-08,168.6711,169.2036,165.5468,165.8484,7357283,VOO
2016-01-11,166.8568,167.1207,164.0482,165.8672,4493336,VOO
2016-01-12,167.526,168.1009,165.1792,167.2433,2998751,VOO
2016-01-13,168.1669,168.3648,162.7853,163.1529,4125701,VOO
2016-01-14,163.7938,166.9888,162.1633,165.8013,5081427,VOO
2016-01-15,161.3528,163.1044,160.316,162.2481,8087271,VOO
2016-01-19,164.1802,164.2649,160.9004,162.4272,5863327,VOO
2016-01-20,159.8354,161.9936,156.4142,160.5234,8577612,VOO
2016-01-21,160.9663,163.1812,159.5903,161.3056,3004560,VOO
2016-01-22,164.02,164.8022,163.2189,164.6137,2611736,VOO
2016-01-25,164.0859,164.3027,161.9443,162.1727,2756669,VOO
2016-01-26,162.9078,164.6137,162.4743,164.3687,2263679,VOO
2016-01-27,163.888,165.5185,161.6364,162.5026,3543044,VOO
2016-01-28,164.1142,164.3231,161.7769,163.3885,2616788,VOO
2016-01-29,164.3121,167.526,164.0671,167.526,4453063,VOO
2016-02-01,166.4516,168.1292,165.7918,167.3752,3923163,VOO
2016-02-02,165.7447,165.9615,163.8032,164.3404,5101178,VOO
2016-02-03,165.3771,165.6976,161.7015,165.3017,3871039,VOO
2016-02-04,164.8871,166.5364,164.2085,165.5091,3562207,VOO
2016-02-05,164.9719,165.1133,161.7769,162.3989,2372140,VOO
2016-02-08,160.4951,160.8057,157.9787,160.1652,3402156,VOO
2016-02-09,158.5065,161.5129,158.3085,160.2124,2360700,VOO
2016-02-10,161.0983,162.7194,159.9579,160.1087,1953557,VOO
2016-02-11,157.6394,159.0154,156.499,158.0541,3439188,VOO
2016-02-12,159.7882,161.2962,158.9965,161.2962,1800434,VOO
2016-02-16,163.2377,164.0011,162.1539,164.0011,2360977,VOO
2016-02-17,165.2358,167.0548,165.0518,166.6872,2265428,VOO
2016-02-18,167.0076,167.0265,165.6882,165.9803,1646248,VOO
2016-02-19,165.1981,166.0652,164.6042,165.9426,1136909,VOO
2016-02-22,167.5543,168.4685,167.4883,168.3177,2603066,VOO
