date,open,high,low,close,volume,ticker
2015-09-25,101.645,101.7419,99.0968,99.7169,44700006,QQQ
2015-09-28,99.2906,99.3584,96.5874,96.8781,44077490,QQQ
2015-09-29,97.1203,98.1086,95.6767,96.3743,49315527,QQQ
2015-09-30,97.7501,98.6996,97.3722,98.593,41411432,QQQ
2015-10-01,98.7674,99.0484,97.4594,99.0387,39339134,QQQ
2015-10-02,97.6629,100.773,97.3528,100.773,59370859,QQQ
2015-10-05,101.519,102.4879,101.2962,102.2166,32853533,QQQ
2015-10-06,101.9744,102.3135,100.9377,101.7322,33051534,QQQ
2015-10-07,102.3716,102.5654,101.0443,102.3426,37389334,QQQ
2015-10-08,101.955,102.9239,100.9668,102.7495,50188873,QQQ
2015-10-09,102.7979,103.4083,102.517,103.2146,23916227,QQQ
2015-10-12,103.4083,103.6601,103.0402,103.4665,16161955,QQQ
2015-10-13,102.8754,103.9218,102.701,102.7979,26999613,QQQ
2015-10-14,102.7979,103.3114,102.2069,102.6332,30902637,QQQ
2015-10-15,103.0111,104.3239,102.8754,104.3191,38393838,QQQ
2015-10-16,104.5419,104.8132,104.0375,104.7551,27091100,QQQ
2015-10-19,104.6194,105.4236,104.3869,105.3558,23776270,QQQ
2015-10-20,105.1668,105.3945,104.4547,104.8132,23404691,QQQ
2015-10-21,105.3461,105.4527,104.135,104.1737,30195241,QQQ
2015-10-22,105.1039,106.3828,104.8045,106.2956,42778702,QQQ
2015-10-23,109.1538,109.7157,108.5821,109.27,53170910,QQQ
2015-10-26,109.1925,109.551,108.7759,109.3379,25918004,QQQ
2015-10-27,109.0472,109.7157,109.0181,109.5607,31390511,QQQ
2015-10-28,109.7254,110.4714,108.8437,110.4714,42221867,QQQ
2015-10-29,109.9676,110.4811,109.8514,110.2971,24913340,QQQ
2015-10-30,110.3455,110.5296,109.7739,109.8029,27199231,QQQ
2015-11-02,110.0936,111.1739,109.8611,111.0431,22176916,QQQ
2015-11-03,110.8202,111.8279,110.6555,111.4306,20418387,QQQ
2015-11-04,111.7988,111.8763,110.9753,111.4403,28633048,QQQ
2015-11-05,111.5372,111.8037,110.5586,111.14,25004080,QQQ
2015-11-06,110.9268,111.3434,110.2195,111.2175,29924901,QQQ
2015-11-09,110.8009,110.9462,109.3524,110.0355,33479755,QQQ
2015-11-10,109.4541,109.8611,109.1247,109.7545,35452127,QQQ
2015-11-11,110.0548,110.5877,109.4347,109.6188,22748808,QQQ
2015-11-12,109.1441,109.706,108.4756,108.5531,31196876,QQQ
2015-11-13,108.0977,108.214,106.3634,106.4215,52836036,QQQ
2015-11-16,106.3247,107.9717,106.0727,107.9524,33980633,QQQ
2015-11-17,108.1365,108.7953,107.7488,108.0202,30579457,QQQ
2015-11-18,108.4562,110.2002,108.3496,110.0936,32966463,QQQ
2015-11-19,110.142,110.6749,109.9579,110.1711,26188119,QQQ
2015-11-20,110.6846,111.0043,110.5877,110.9171,22727591,QQQ
2015-11-23,110.9656,111.3628,110.1227,110.5974,20696175,QQQ
2015-11-24,109.8901,110.7621,109.3259,110.5005,26374412,QQQ
2015-11-25,110.6362,110.8009,110.3649,110.5974,14159935,QQQ
2015-11-27,110.8348,110.9762,110.3746,110.7524,8827991,QQQ
2015-11-30,111.0334,111.0818,110.113,110.4714,25041649,QQQ
2015-12-01,110.9123,111.576,110.7815,111.576,28639445,QQQ
2015-12-02,111.6438,112.1476,110.7234,110.8881,22395483,QQQ
2015-12-03,111.1884,111.3822,108.3624,109.0084,42754345,QQQ
2015-12-04,109.3282,111.7407,109.115,111.5566,40037322,QQQ
2015-12-07,111.6341,111.7019,110.5199,111.0528,25892101,QQQ
2015-12-08,109.9095,111.4161,109.8514,111.0625,30792648,QQQ
2015-12-09,110.5586,111.1884,108.7081,109.3766,48509199,QQQ
2015-12-10,109.6285,110.6071,109.3001,109.8707,30154621,QQQ
2015-12-11,108.6015,108.8922,107.2742,107.342,56022221,QQQ
2015-12-14,107.5261,108.2043,105.9759,108.1558,53098514,QQQ
2015-12-15,109.0956,109.7545,108.679,108.8147,48428014,QQQ
2015-12-16,109.551,110.6168,108.4077,110.4327,44944106,QQQ
2015-12-17,110.8978,110.9171,108.805,108.8244,45668795,QQQ
2015-12-18,108.4379,108.7295,106.7372,106.7372,53746061,QQQ
2015-12-21,107.7479,107.9423,106.951,107.9228,26432807,QQQ
2015-12-22,108.5059,108.7878,107.9228,108.6323,26540310,QQQ
2015-12-23,109.1765,109.5166,109.0016,109.4389,25656928,QQQ
2015-12-24,109.4,109.7207,109.3709,109.4195,11480244,QQQ
2015-12-28,109.1571,109.3806,108.3699,109.3612,19183637,QQQ
2015-12-29,110.0269,111.3194,109.9443,111.0813,27725673,QQQ
2015-12-30,110.9453,111.023,110.0609,110.0803,19520081,QQQ
2015-12-31,109.6916,109.8957,108.6906,108.71,29886849,QQQ
2016-01-04,106.3484,106.5137,105.0753,106.4165,50807643,QQQ
2016-01-05,106.9413,107.0773,105.7362,106.2318,38795182,QQQ
2016-01-06,104.4048,105.8237,104.3853,105.2114,41891091,QQQ
2016-01-07,102.9762,104.2687,101.8585,101.9169,61386300,QQQ
2016-01-08,102.6943,103.2969,100.9742,101.0811,69344012,QQQ
2016-01-11,101.8391,102.1015,99.8371,101.3921,50024094,QQQ
2016-01-12,102.3445,103.0928,101.1491,102.568,46734241,QQQ
2016-01-13,103.015,103.2386,98.875,99.0305,69870673,QQQ
2016-01-14,99.4192,102.0238,97.8351,101.1394,78445735,QQQ
2016-01-15,97.7379,99.0694,96.7078,98.0003,91443918,QQQ
2016-01-19,99.322,99.4873,97.0674,98.2141,56563845,QQQ
2016-01-20,96.6786,98.9625,94.5114,97.9129,86674981,QQQ
2016-01-21,98.3405,99.4669,97.0091,98.0101,61660101,QQQ
2016-01-22,99.944,100.8867,99.6432,100.8478,42229803,QQQ
2016-01-25,100.5466,101.0616,99.2637,99.3512,38881485,QQQ
2016-01-26,99.7594,100.6729,98.8944,100.2453,36143916,QQQ
2016-01-27,99.6622,100.0898,97.3298,97.7477,54524736,QQQ
2016-01-28,99.3123,99.4095,97.4367,99.1277,47641532,QQQ
2016-01-29,99.1277,101.2366,99.0694,101.1977,54245067,QQQ
2016-02-01,100.7021,101.8488,100.323,101.4698,32750348,QQQ
2016-02-02,101.0422,101.0422,98.9722,99.2735,44928088,QQQ
2016-02-03,99.9052,99.9343,97.0674,98.7973,61572882,QQQ
2016-02-04,98.496,99.5699,97.6116,98.7875,49321638,QQQ
2016-02-05,98.4377,98.4765,94.9682,95.3569,70749932,QQQ
2016-02-08,93.6173,94.3171,92.1693,93.8992,91673063,QQQ
2016-02-09,92.6747,95.0265,92.4997,93.6076,73778426,QQQ
2016-02-10,94.7544,95.9109,93.8992,93.9672,59421699,QQQ
2016-02-11,92.7621,94.5795,92.5094,93.8312,76839183,QQQ
2016-02-12,94.9293,95.3569,94.0061,95.2598,49186494,QQQ
2016-02-16,96.6398,97.4075,96.0664,97.4075,40565911,QQQ
2016-02-17,98.1656,99.7497,97.8643,99.6136,41766451,QQQ
2016-02-18,99.9149,99.944,98.3502,98.4765,38991469,QQQ
2016-02-19,98.0684,99.0694,97.7817,98.7681,28257915,QQQ
2016-02-22,99.6525,100.4688,99.5942,100.3716,23979113,QQQ
2016-02-23,99.7788,100.0606,98.6515,98.7195,29869660,QQQ
2016-02-24,97.6116,99.7885,96.9605,99.6622,40739103,QQQ
2016-02-25,99.8663,100.6437,98.9722,100.6437,29389315,QQQ
2016-02-26,101.3435,101.427,100.2778,100.5174,30925045,QQQ
2016-02-29,100.4008,101.1685,99.6136,99.6136,27553937,QQQ
2016-03-01,100.5368,102.811,100.255,102.811,37699779,QQQ
2016-03-02,102.6555,102.8693,102.0529,102.8498,29209756,QQQ
2016-03-03,102.7332,102.7721,101.9169,102.6555,25474625,QQQ
2016-03-04,102.7818,103.3552,102.014,102.6943,31655424,QQQ
2016-03-07,102.1598,102.7624,101.3338,102.0626,25861160,QQQ
2016-03-08,101.3629,102.251,101.0422,101.2171,28898525,QQQ
2016-03-09,101.6253,101.8877,101.0325,101.8683,31047351,QQQ
2016-03-10,102.3445,102.879,100.4008,101.7128,44997649,QQQ
2016-03-11,102.8207,103.4912,102.4902,103.4912,31453958,QQQ
2016-03-14,103.0928,103.9091,103.0734,103.6662,25374912,QQQ
2016-03-15,103.2774,103.7439,102.9664,103.6273,26524632,QQQ
2016-03-16,103.3746,104.8227,103.3455,104.5505,31693050,QQQ
2016-03-17,104.2396,104.7352,103.8605,104.4922,29623740,QQQ
2016-03-18,104.7435,104.9141,104.1002,104.6558,37682293,QQQ
2016-03-21,104.4511,105.1627,104.4121,105.0652,17288559,QQQ
2016-03-22,104.4706,105.6305,104.4511,105.3869,18840278,QQQ
2016-03-23,105.1822,105.2601,104.2854,104.5194,20912873,QQQ
2016-03-24,103.9735,104.5778,103.8371,104.5486,19017258,QQQ
2016-03-28,104.841,104.8605,104.2172,104.4024,13892303,QQQ
2016-03-29,104.2269,106.1471,104.032,106.0789,29963923,QQQ
2016-03-30,106.7125,107.2583,106.3713,106.5955,23807235,QQQ
2016-03-31,106.537,106.9172,106.2739,106.4396,21447236,QQQ
2016-04-01,105.8352,107.6092,105.65,107.5702,26389045,QQQ
2016-04-04,107.5215,107.6433,106.9074,107.1609,17162988,QQQ
2016-04-05,106.3226,106.732,105.9912,106.1277,20107915,QQQ
2016-04-06,106.2446,107.9114,106.2349,107.8724,25056031,QQQ
2016-04-07,107.2583,107.4387,105.8645,106.3226,28567202,QQQ
2016-04-08,106.9952,107.2388,105.8694,106.2446,22897951,QQQ
2016-04-11,106.7125,107.2388,105.8401,105.8547,25772058,QQQ
2016-04-12,105.9132,106.9464,105.2845,106.7417,28564087,QQQ
2016-04-13,107.5313,108.272,107.424,108.1063,25356728,QQQ
2016-04-14,107.2193,108.5157,107.2193,108.1161,17199671,QQQ
2016-04-15,108.0284,108.2477,107.5702,107.8432,21353343,QQQ
2016-04-18,107.541,108.4524,107.463,108.4182,17126086,QQQ
2016-04-19,108.6229,108.6229,107.1024,107.7554,42481435,QQQ
2016-04-20,107.7457,108.3403,107.385,107.8432,18078307,QQQ
2016-04-21,107.7847,108.2428,107.3655,107.8529,20215983,QQQ
2016-04-22,106.4493,106.9464,105.3869,106.2251,39073996,QQQ
2016-04-25,105.8742,106.2349,105.7085,106.2251,14351890,QQQ
2016-04-26,106.4396,106.6248,105.3869,105.7085,19118334,QQQ
2016-04-27,104.6266,105.1042,103.993,104.8605,33059790,QQQ
2016-04-28,104.9677,105.595,103.3892,103.5934,29818155,QQQ
2016-04-29,103.5349,103.8029,102.2288,103.0475,67502786,QQQ
2016-05-02,103.2912,104.1685,102.8843,104.0223,24813813,QQQ
2016-05-03,103.2815,103.7492,102.7844,103.0573,38569433,QQQ
2016-05-04,102.4627,102.8147,102.1412,102.3945,27474504,QQQ
2016-05-05,102.7649,102.989,102.1605,102.3652,20788119,QQQ
2016-05-06,101.8681,102.9306,101.7609,102.9111,30758516,QQQ
2016-05-09,102.9403,103.6811,102.8721,103.2035,19289615,QQQ
2016-05-10,103.5739,104.6656,103.3887,104.6168,21178851,QQQ
2016-05-11,104.4511,104.7728,103.6421,103.6714,20966257,QQQ
2016-05-12,103.9833,104.0369,102.4822,103.2132,29196323,QQQ
2016-05-13,103.1742,103.7581,102.6284,102.8331,21059255,QQQ
2016-05-16,102.9988,104.4999,102.8916,104.1197,18311860,QQQ
2016-05-17,104.0417,104.3342,102.5407,102.8136,29932711,QQQ
2016-05-18,102.6284,103.7396,102.3847,103.184,28177911,QQQ
2016-05-19,102.7844,103.0329,101.8974,102.6479,27334610,QQQ
2016-05-20,103.067,104.1977,102.9988,103.7786,29549578,QQQ
2016-05-23,103.8565,104.2659,103.5446,103.6421,15729764,QQQ
2016-05-24,104.2172,105.845,104.1831,105.7183,29931309,QQQ
2016-05-25,106.1082,106.8002,105.9366,106.4785,38464750,QQQ
2016-05-26,106.5858,106.9269,106.3323,106.7905,21885871,QQQ
2016-05-27,106.8782,107.3558,106.8392,107.3461,19870010,QQQ
2016-05-31,107.4923,107.7164,107.0085,107.5507,24366106,QQQ
2016-06-01,107.2193,107.8042,107.1316,107.5605,19571528,QQQ
2016-06-02,107.3461,107.7944,106.7612,107.7847,15696618,QQQ
2016-06-03,107.58,107.6287,106.576,107.2778,20269923,QQQ
2016-06-06,107.463,107.9504,107.2876,107.6677,12502365,QQQ
2016-06-07,107.7359,107.8334,107.3461,107.3948,12184296,QQQ
2016-06-08,107.58,107.8042,107.1804,107.58,14568699,QQQ
2016-06-09,107.1511,107.5215,106.9367,107.4045,17571631,QQQ
2016-06-10,106.4396,106.6345,105.8157,106.1861,32965003,QQQ
2016-06-13,105.6013,106.1764,105.1627,105.2991,25412177,QQQ
2016-06-14,105.0555,105.6744,104.5291,105.2991,24588506,QQQ
2016-06-15,105.5818,105.6988,104.8215,104.997,24605701,QQQ
2016-06-16,104.4609,105.4064,103.8078,105.3089,32079929,QQQ
2016-06-17,105.0906,105.239,103.8298,104.0742,29208832,QQQ
2016-06-20,105.286,105.7845,104.6508,104.729,20562769,QQQ
2016-06-21,104.8951,105.2714,104.6703,105.0613,22804112,QQQ
2016-06-22,105.1394,105.7356,104.7192,104.8072,22724174,QQQ
2016-06-23,105.6379,106.322,105.1785,106.3025,18714227,QQQ
