Date,Value,Index,Rate,Value,Index Value,Settle,Under $100_000,0%,Settle
1983-10-06,394.0,89.9,3.85,96.533,73.27,171.95,60.0,21.0,240.5
1983-10-07,397.4,89.9,3.85,96.533,73.27,172.1,60.0,21.0,240.5
1983-10-10,401.0,89.9,3.85,96.533,73.27,174.05,60.0,21.0,240.5
1983-10-11,399.0,89.9,3.85,96.533,73.27,171.6,60.0,21.0,240.5
1983-10-12,394.75,89.9,3.85,96.533,73.27,171.05,60.0,21.0,240.5
1983-10-13,398.65,89.9,3.85,96.533,73.27,171.95,60.0,21.0,240.5
1983-10-14,398.75,89.9,3.85,96.533,73.27,171.65,60.0,21.0,240.5
1983-10-17,395.0,89.9,3.85,96.533,73.27,172.5,60.0,21.0,240.5
1983-10-18,397.25,89.9,3.85,96.533,73.27,169.95,60.0,21.0,240.5
1983-10-19,394.0,89.9,3.85,96.533,73.27,168.5,60.0,21.0,240.5
1983-10-20,389.75,89.9,3.85,96.533,73.27,168.9,60.0,21.0,240.5
1983-10-21,394.25,89.9,3.85,96.533,73.27,167.7,60.0,21.0,240.5
1983-10-24,394.5,89.9,3.85,96.533,73.27,168.3,60.0,21.0,240.5
1983-10-25,398.0,89.9,3.85,96.533,73.27,168.1,60.0,21.0,240.5
1983-10-26,392.6,89.9,3.85,96.533,73.27,166.85,60.0,21.0,240.5
1983-10-27,384.5,89.9,3.85,96.533,73.27,167.15,60.0,21.0,240.5
1983-10-28,387.75,89.9,3.85,96.533,73.27,165.35,60.0,21.0,240.5
1983-10-31,382.0,89.3,3.85,96.533,73.27,165.45,60.0,21.0,240.5
1983-11-01,377.75,89.3,3.85,96.533,73.27,165.6,60.0,21.0,240.5
1983-11-02,383.0,89.3,3.85,96.533,73.27,166.7,60.0,21.0,240.5
1983-11-03,377.75,89.3,3.85,96.533,73.27,165.05,60.0,21.0,240.5
1983-11-04,381.0,89.3,3.85,96.533,73.27,164.2,60.0,21.0,240.5
1983-11-07,379.0,89.3,3.85,96.533,73.27,163.45,60.0,21.0,240.5
1983-11-08,382.25,89.3,3.85,96.533,73.27,163.75,60.0,21.0,240.5
1983-11-09,383.0,89.3,3.85,96.533,73.27,165.95,60.0,21.0,240.5
1983-11-10,381.8,89.3,3.85,96.533,73.27,166.2,60.0,21.0,240.5
1983-11-11,382.0,89.3,3.85,96.533,73.27,167.85,60.0,21.0,240.5
1983-11-14,382.6,89.3,3.85,96.533,73.27,167.8,60.0,21.0,240.5
1983-11-15,383.25,89.3,3.85,96.533,73.27,166.65,60.0,21.0,240.5
1983-11-16,383.25,89.3,3.85,96.533,73.27,166.8,60.0,21.0,240.5
1983-11-17,375.75,89.3,3.85,96.533,73.27,167.1,60.0,21.0,240.5
1983-11-18,375.25,89.3,3.85,96.533,73.27,166.7,60.0,21.0,240.5
1983-11-21,374.25,89.3,3.85,96.533,73.27,167.85,60.0,21.0,240.5
1983-11-22,376.5,89.3,3.85,96.533,73.27,167.85,60.0,21.0,240.5
1983-11-23,375.75,89.3,3.85,96.533,73.27,168.15,60.0,21.0,240.5
1983-11-24,375.5,89.3,3.85,96.533,73.27,168.15,60.0,21.0,240.5
1983-11-25,376.1,89.3,3.85,96.533,73.27,168.15,60.0,21.0,240.5
1983-11-28,394.25,89.3,3.85,96.533,73.27,166.9,60.0,21.0,240.5
1983-11-29,391.5,89.3,3.85,96.533,73.27,168.75,60.0,21.0,240.5
1983-11-30,405.0,91.1,3.85,96.533,73.27,166.4,60.0,21.0,240.5
1983-12-01,399.25,91.1,3.85,96.533,73.27,167.45,60.0,21.0,240.5
1983-12-02,400.75,91.1,3.85,96.533,73.27,165.95,60.0,21.0,240.5
1983-12-05,397.25,91.1,3.85,96.533,73.27,166.8,60.0,21.0,240.5
1983-12-06,397.0,91.1,3.85,96.533,73.27,166.05,60.0,21.0,240.5
1983-12-07,399.75,91.1,3.85,96.533,73.27,166.75,60.0,21.0,240.5
1983-12-08,401.0,91.1,3.85,96.533,73.27,165.45,60.0,21.0,240.5
1983-12-09,388.75,91.1,3.85,96.533,73.27,165.3,60.0,21.0,240.5
1983-12-12,391.25,91.1,3.85,96.533,73.27,166.15,60.0,21.0,240.5
1983-12-13,389.2,91.1,3.85,96.533,73.27,165.0,60.0,21.0,240.5
1983-12-14,389.0,91.1,3.85,96.533,73.27,163.5,60.0,21.0,240.5
1983-12-15,388.75,91.1,3.85,96.533,73.27,161.67,60.0,21.0,240.5
1983-12-16,377.25,91.1,3.85,96.533,73.27,165.75,60.0,21.0,240.5
1983-12-19,375.0,91.1,3.85,96.533,73.27,165.75,60.0,21.0,240.5
1983-12-20,378.1,91.1,3.85,96.533,73.27,165.2,60.0,21.0,240.5
1983-12-21,378.6,91.1,3.85,96.533,73.27,167.1,60.0,21.0,240.5
1983-12-22,378.9,91.1,3.85,96.533,73.27,166.45,60.0,21.0,240.5
1983-12-23,378.9,91.1,3.85,96.533,73.27,166.55,60.0,21.0,240.5
1983-12-26,378.9,91.1,3.85,96.533,73.27,166.55,60.0,21.0,240.5
1983-12-27,378.9,91.1,3.85,96.533,73.27,167.45,60.0,21.0,240.5
1983-12-28,378.0,91.1,3.85,96.533,73.27,167.4,60.0,21.0,240.5
1983-12-29,382.4,91.1,3.85,96.533,73.27,167.15,60.0,21.0,240.5
1983-12-30,382.4,91.1,3.85,96.533,73.27,167.3,60.0,21.0,240.5
1983-12-31,382.4,94.2,3.85,99.583,73.27,167.3,60.0,21.0,240.5
1984-01-02,382.4,94.2,3.85,99.583,73.27,167.3,60.0,21.0,240.5
1984-01-03,383.0,94.2,3.85,99.583,73.27,165.8,60.0,21.0,240.5
1984-01-04,374.0,94.2,3.85,99.583,73.27,168.9,60.0,21.0,240.5
1984-01-05,375.25,94.2,3.85,99.583,73.27,170.1,60.0,21.0,240.5
1984-01-06,375.25,94.2,3.85,99.583,73.27,170.7,60.0,21.0,240.5
1984-01-09,365.25,94.2,3.85,99.583,73.27,170.8,60.0,21.0,240.5
1984-01-10,371.25,94.2,3.85,99.583,73.27,170.0,60.0,21.0,240.5
1984-01-11,367.75,94.2,3.85,99.583,73.27,170.0,60.0,21.0,240.5
1984-01-12,368.5,94.2,3.85,99.583,73.27,169.6,60.0,21.0,240.5
1984-01-13,373.25,94.2,3.85,99.583,73.27,169.15,60.0,21.0,240.5
1984-01-16,369.1,94.2,3.85,99.583,73.27,169.55,60.0,21.0,240.5
1984-01-17,367.75,94.2,3.85,99.583,73.27,170.45,60.0,21.0,240.5
1984-01-18,368.75,94.2,3.85,99.583,73.27,169.9,60.0,21.0,240.5
1984-01-19,374.75,94.2,3.85,99.583,73.27,169.15,60.0,21.0,240.5
1984-01-20,371.25,94.2,3.85,99.583,73.27,168.05,60.0,21.0,240.5
1984-01-23,371.35,94.2,3.85,99.583,73.27,167.0,60.0,21.0,240.5
1984-01-24,365.1,94.2,3.85,99.583,73.27,167.75,60.0,21.0,240.5
1984-01-25,366.5,94.2,3.85,99.583,73.27,166.7,60.0,21.0,240.5
1984-01-26,367.0,94.2,3.85,99.583,73.27,166.05,60.0,21.0,240.5
1984-01-27,370.0,94.2,3.85,99.583,73.27,166.25,60.0,21.0,240.5
1984-01-30,369.85,94.2,3.85,99.583,73.27,165.3,60.0,21.0,240.5
1984-01-31,373.75,100.1,3.85,99.583,73.27,165.5,60.0,21.0,240.5
1984-02-01,378.15,100.1,3.85,99.583,73.27,165.1,60.0,21.0,240.5
1984-02-02,383.25,100.1,3.85,99.583,73.27,165.7,60.0,21.0,240.5
1984-02-03,383.1,100.1,3.85,99.583,73.27,162.0,60.0,21.0,240.5
1984-02-06,380.8,100.1,3.85,99.583,73.27,159.8,60.0,21.0,240.5
1984-02-07,379.75,100.1,3.85,99.583,73.27,160.25,60.0,21.0,240.5
1984-02-08,386.25,100.1,3.85,99.583,73.27,156.5,60.0,21.0,240.5
1984-02-09,383.0,100.1,3.85,99.583,73.27,156.95,60.0,21.0,240.5
1984-02-10,377.65,100.1,3.85,99.583,73.27,157.15,60.0,21.0,240.5
1984-02-13,376.85,100.1,3.85,99.583,73.27,155.8,60.0,21.0,240.5
1984-02-14,376.0,100.1,3.85,99.583,73.27,157.7,60.0,21.0,240.5
1984-02-15,383.0,100.1,3.85,99.583,73.27,156.9,60.0,21.0,240.5
1984-02-16,383.9,100.1,3.85,99.583,73.27,157.25,60.0,21.0,240.5
1984-02-17,382.15,100.1,3.85,99.583,73.27,156.85,60.0,21.0,240.5
1984-02-20,385.25,100.1,3.85,99.583,73.27,156.85,60.0,21.0,240.5
1984-02-21,389.0,100.1,3.85,99.583,73.27,155.85,60.0,21.0,240.5
1984-02-22,395.25,100.1,3.85,99.583,73.27,155.35,60.0,21.0,240.5
1984-02-23,398.25,100.1,3.85,99.583,73.27,155.85,60.0,21.0,240.5
1984-02-24,395.75,100.1,3.85,99.583,73.27,159.35,60.0,21.0,240.5
1984-02-27,393.5,100.1,3.85,99.583,73.27,159.75,60.0,21.0,240.5
1984-02-28,399.25,100.1,3.85,99.583,73.27,157.4,60.0,21.0,240.5
1984-02-29,394.25,97.4,3.85,99.583,73.27,157.15,60.0,21.0,240.5
1984-03-01,392.75,97.4,3.85,99.583,73.27,158.7,60.0,21.0,240.5
1984-03-02,399.0,97.4,3.85,99.583,73.27,159.45,60.0,21.0,240.5
1984-03-05,405.85,97.4,3.85,99.583,73.27,158.4,60.0,21.0,240.5
1984-03-06,402.5,97.4,3.85,99.583,73.27,156.25,60.0,21.0,240.5
1984-03-07,398.75,97.4,3.85,99.583,73.27,154.95,60.0,21.0,240.5
1984-03-08,397.25,97.4,3.85,99.583,73.27,155.7,60.0,21.0,240.5
1984-03-09,399.9,97.4,3.85,99.583,73.27,154.8,60.0,21.0,240.5
1984-03-12,395.75,97.4,3.85,99.583,73.27,156.65,60.0,21.0,240.5
1984-03-13,397.25,97.4,3.85,99.583,73.27,156.6,60.0,21.0,240.5
1984-03-14,399.75,97.4,3.85,99.583,73.27,156.85,60.0,21.0,240.5
1984-03-15,394.5,97.4,3.85,99.583,73.27,157.41,60.0,21.0,240.5
1984-03-16,392.75,97.4,3.85,99.583,73.27,161.3,60.0,21.0,240.5
1984-03-19,393.6,97.4,3.85,99.583,73.27,160.3,60.0,21.0,240.5
1984-03-20,393.85,97.4,3.85,99.583,73.27,160.8,60.0,21.0,240.5
1984-03-21,392.35,97.4,3.85,99.583,73.27,160.45,60.0,21.0,240.5
1984-03-22,389.35,97.4,3.85,99.583,73.27,159.1,60.0,21.0,240.5
1984-03-23,387.9,97.4,3.85,99.583,73.27,158.95,60.0,21.0,240.5
1984-03-26,387.4,97.4,3.85,99.583,73.27,159.05,60.0,21.0,240.5
1984-03-27,388.85,97.4,3.85,99.583,73.27,159.85,60.0,21.0,240.5
1984-03-28,385.75,97.4,3.85,99.583,73.27,162.1,60.0,21.0,240.5
1984-03-29,390.25,97.4,3.85,99.583,73.27,160.8,60.0,21.0,240.5
1984-03-30,388.5,97.4,3.85,99.583,73.27,161.05,60.0,21.0,240.5
1984-03-31,388.5,101.0,3.85,99.583,73.27,161.05,60.0,21.0,240.5
1984-04-02,387.2,101.0,3.85,99.583,73.27,160.0,60.0,21.0,240.5
1984-04-03,380.4,101.0,3.85,99.583,73.27,160.15,60.0,21.0,240.5
1984-04-04,381.25,101.0,3.85,99.583,73.27,159.6,60.0,21.0,240.5
1984-04-05,381.2,101.0,3.85,99.583,73.27,156.45,60.0,21.0,240.5
1984-04-06,380.25,101.0,3.85,99.583,73.27,157.45,60.0,21.0,240.5
1984-04-09,382.4,101.0,3.85,99.583,73.27,157.6,60.0,21.0,240.5
1984-04-10,381.35,101.0,3.85,99.583,73.27,157.8,60.0,21.0,240.5
1984-04-11,384.5,101.0,3.85,99.583,73.27,156.35,60.0,21.0,240.5
1984-04-12,381.9,101.0,3.85,99.583,73.27,159.7,60.0,21.0,240.5
1984-04-13,379.25,101.0,3.85,99.583,73.27,158.8,60.0,21.0,240.5
1984-04-16,380.1,101.0,3.85,99.583,73.27,160.4,60.0,21.0,240.5
1984-04-17,380.2,101.0,3.85,99.583,73.27,160.3,60.0,21.0,240.5
1984-04-18,380.52,101.0,3.85,99.583,73.27,159.1,60.0,21.0,240.5
1984-04-19,384.9,101.0,3.85,99.583,73.27,159.2,60.0,21.0,240.5
1984-04-20,384.9,101.0,3.85,99.583,73.27,159.2,60.0,21.0,240.5
1984-04-23,384.9,101.0,3.85,99.583,73.27,157.95,60.0,21.0,240.5
1984-04-24,383.25,101.0,3.85,99.583,73.27,159.35,60.0,21.0,240.5
1984-04-25,382.3,101.0,3.85,99.583,73.27,160.1,60.0,21.0,240.5
1984-04-26,379.9,101.0,3.85,99.583,73.27,161.15,60.0,21.0,240.5
1984-04-27,379.25,101.0,3.85,99.583,73.27,160.9,60.0,21.0,240.5
1984-04-30,375.8,96.1,3.85,99.583,73.27,161.4,60.0,21.0,240.5
1984-05-01,376.5,96.1,3.85,99.583,73.27,162.7,60.0,21.0,240.5
1984-05-02,377.35,96.1,3.85,99.583,73.27,162.4,60.0,21.0,240.5
1984-05-03,378.5,96.1,3.85,99.583,73.27,161.95,60.0,21.0,240.5
1984-05-04,376.7,96.1,3.85,99.583,73.27,159.15,60.0,21.0,240.5
1984-05-07,376.7,96.1,3.85,99.583,73.27,160.15,60.0,21.0,240.5
1984-05-08,371.5,96.1,3.85,99.583,73.27,161.3,60.0,21.0,240.5
1984-05-09,372.6,96.1,3.85,99.583,73.27,160.3,60.0,21.0,240.5
1984-05-10,371.75,96.1,3.85,99.583,73.27,160.35,60.0,21.0,240.5
1984-05-11,372.5,96.1,3.85,99.583,73.27,159.35,60.0,21.0,240.5
1984-05-14,372.55,96.1,3.85,99.583,73.27,158.35,60.0,21.0,240.5
1984-05-15,373.25,96.1,3.85,99.583,73.27,158.55,60.0,21.0,240.5
1984-05-16,375.25,96.1,3.85,99.583,73.27,158.55,60.0,21.0,240.5
1984-05-17,376.5,96.1,3.85,99.583,73.27,157.05,60.0,21.0,240.5
1984-05-18,375.6,96.1,3.85,99.583,73.27,156.2,60.0,21.0,240.5
1984-05-21,380.75,96.1,3.85,99.583,73.27,155.65,60.0,21.0,240.5
1984-05-22,379.5,96.1,3.85,99.583,73.27,154.65,60.0,21.0,240.5
1984-05-23,378.55,96.1,3.85,99.583,73.27,153.55,60.0,21.0,240.5
1984-05-24,375.65,96.1,3.85,99.583,73.27,151.75,60.0,21.0,240.5
1984-05-25,384.2,96.1,3.85,99.583,73.27,151.85,60.0,21.0,240.5
1984-05-28,384.2,96.1,3.85,99.583,73.27,151.85,60.0,21.0,240.5
1984-05-29,385.6,96.1,3.85,99.583,73.27,150.5,60.0,21.0,240.5
1984-05-30,386.4,96.1,3.85,99.583,73.27,150.75,60.0,21.0,240.5
1984-05-31,384.25,98.1,3.85,99.583,73.27,150.8,60.0,21.0,240.5
1984-06-01,393.75,98.1,3.85,99.583,73.27,153.3,60.0,21.0,240.5
1984-06-04,391.0,98.1,3.85,99.583,73.27,154.45,60.0,21.0,240.5
1984-06-05,393.75,98.1,3.85,99.583,73.27,154.45,60.0,21.0,240.5
1984-06-06,391.65,98.1,3.85,99.583,73.27,155.0,60.0,21.0,240.5
1984-06-07,392.2,98.1,3.85,99.583,73.27,155.15,60.0,21.0,240.5
1984-06-08,386.0,98.1,3.85,99.583,73.27,155.2,60.0,21.0,240.5
1984-06-11,382.5,98.1,3.85,99.583,73.27,152.45,60.0,21.0,240.5
1984-06-12,375.0,98.1,3.85,99.583,73.27,152.35,60.0,21.0,240.5
1984-06-13,374.0,98.1,3.85,99.583,73.27,152.1,60.0,21.0,240.5
1984-06-14,375.6,98.1,3.85,99.583,73.27,150.3,60.0,21.0,240.5
1984-06-15,368.0,98.1,3.85,99.583,73.27,149.03,60.0,21.0,240.5
1984-06-18,367.9,98.1,3.85,99.583,73.27,154.95,60.0,21.0,240.5
1984-06-19,370.6,98.1,3.85,99.583,73.27,154.9,60.0,21.0,240.5
1984-06-20,370.0,98.1,3.85,99.583,73.27,157.05,60.0,21.0,240.5
1984-06-21,370.75,98.1,3.85,99.583,73.27,156.6,60.0,21.0,240.5
1984-06-22,374.25,98.1,3.85,99.583,73.27,156.8,60.0,21.0,240.5
1984-06-25,369.25,98.1,3.85,99.583,73.27,156.15,60.0,21.0,240.5
1984-06-26,369.5,98.1,3.85,99.583,73.27,154.65,60.0,21.0,240.5
1984-06-27,369.32,98.1,3.85,99.583,73.27,154.0,60.0,21.0,240.5
1984-06-28,372.9,98.1,3.85,99.583,73.27,155.3,60.0,21.0,240.5
1984-06-29,373.05,98.1,3.85,99.583,73.27,154.85,60.0,21.0,240.5
1984-06-30,373.05,95.5,3.85,99.583,73.27,154.85,60.0,21.0,240.5
1984-07-02,370.0,95.5,3.85,99.583,73.27,154.8,60.0,21.0,240.5
1984-07-03,368.35,95.5,3.85,99.583,73.27,155.65,60.0,21.0,240.5
1984-07-04,369.0,95.5,3.85,99.583,73.27,155.65,60.0,21.0,240.5
1984-07-05,364.8,95.5,3.85,99.583,73.27,154.5,60.0,21.0,240.5
1984-07-06,353.25,95.5,3.85,99.583,73.27,154.25,60.0,21.0,240.5
1984-07-09,338.5,95.5,3.85,99.583,73.27,155.5,60.0,21.0,240.5
1984-07-10,344.25,95.5,3.85,99.583,73.27,154.9,60.0,21.0,240.5
1984-07-11,339.25,95.5,3.85,99.583,73.27,151.75,60.0,21.0,240.5
1984-07-12,341.15,95.5,3.85,99.583,73.27,151.9,60.0,21.0,240.5
1984-07-13,345.0,95.5,3.85,99.583,73.27,152.6,60.0,21.0,240.5
1984-07-16,350.1,95.5,3.85,99.583,73.27,153.65,60.0,21.0,240.5
1984-07-17,347.15,95.5,3.85,99.583,73.27,153.9,60.0,21.0,240.5
1984-07-18,345.75,95.5,3.85,99.583,73.27,152.9,60.0,21.0,240.5
1984-07-19,350.2,95.5,3.85,99.583,73.27,152.0,60.0,21.0,240.5
1984-07-20,342.0,95.5,3.85,99.583,73.27,150.75,60.0,21.0,240.5
1984-07-23,335.0,95.5,3.85,99.583,73.27,150.5,60.0,21.0,240.5
1984-07-24,338.5,95.5,3.85,99.583,73.27,148.85,60.0,21.0,240.5
1984-07-25,341.75,95.5,3.85,99.583,73.27,150.35,60.0,21.0,240.5
1984-07-26,344.2,95.5,3.85,99.583,73.27,151.65,60.0,21.0,240.5
1984-07-27,335.25,95.5,3.85,99.583,73.27,152.7,60.0,21.0,240.5
1984-07-30,338.5,95.5,3.85,99.583,73.27,151.75,60.0,21.0,240.5
1984-07-31,342.35,96.6,3.85,99.583,73.27,152.25,60.0,21.0,240.5
1984-08-01,339.0,96.6,3.85,99.583,73.27,154.85,60.0,21.0,240.5
1984-08-02,344.0,96.6,3.85,99.583,73.27,158.25,60.0,21.0,240.5
1984-08-03,349.25,96.6,3.85,99.583,73.27,164.3,60.0,21.0,240.5
1984-08-06,349.25,96.6,3.85,99.583,73.27,163.9,60.0,21.0,240.5
1984-08-07,342.0,96.6,3.85,99.583,73.27,165.05,60.0,21.0,240.5
1984-08-08,344.5,96.6,3.85,99.583,73.27,163.7,60.0,21.0,240.5
1984-08-09,344.25,96.6,3.85,99.583,73.27,167.6,60.0,21.0,240.5
1984-08-10,346.75,96.6,3.85,99.583,73.27,166.7,60.0,21.0,240.5
1984-08-13,343.5,96.6,3.85,99.583,73.27,167.0,60.0,21.0,240.5
1984-08-14,354.0,96.6,3.85,99.583,73.27,166.3,60.0,21.0,240.5
1984-08-15,350.9,96.6,3.85,99.583,73.27,164.65,60.0,21.0,240.5
1984-08-16,352.25,96.6,3.85,99.583,73.27,166.35,60.0,21.0,240.5
1984-08-17,352.0,96.6,3.85,99.583,73.27,166.65,60.0,21.0,240.5
1984-08-20,349.3,96.6,3.85,99.583,73.27,166.7,60.0,21.0,240.5
1984-08-21,346.0,96.6,3.85,99.583,73.27,170.0,60.0,21.0,240.5
1984-08-22,345.0,96.6,3.85,99.583,73.27,168.1,60.0,21.0,240.5
1984-08-23,351.25,96.6,3.85,99.583,73.27,168.55,60.0,21.0,240.5
1984-08-24,350.0,96.6,3.85,99.583,73.27,169.25,60.0,21.0,240.5
1984-08-27,350.0,96.6,3.85,99.583,73.27,167.75,60.0,21.0,240.5
1984-08-28,349.75,96.6,3.85,99.583,73.27,168.6,60.0,21.0,240.5
1984-08-29,350.5,96.6,3.85,99.583,73.27,168.1,60.0,21.0,240.5
1984-08-30,347.25,96.6,3.85,99.583,73.27,167.45,60.0,21.0,240.5
1984-08-31,348.25,99.1,3.85,99.583,73.27,167.4,60.0,21.0,240.5
1984-09-03,344.5,99.1,3.85,99.583,73.27,167.4,60.0,21.0,240.5
1984-09-04,341.2,99.1,3.85,99.583,73.27,165.65,60.0,21.0,240.5
1984-09-05,338.25,99.1,3.85,99.583,73.27,165.3,60.0,21.0,240.5
1984-09-06,340.5,99.1,3.85,99.583,73.27,166.6,60.0,21.0,240.5
1984-09-07,339.75,99.1,3.85,99.583,73.27,164.35,60.0,21.0,240.5
1984-09-10,338.45,99.1,3.85,99.583,73.27,165.4,60.0,21.0,240.5
1984-09-11,340.3,99.1,3.85,99.583,73.27,164.25,60.0,21.0,240.5
1984-09-12,338.5,99.1,3.85,99.583,73.27,165.3,60.0,21.0,240.5
1984-09-13,336.85,99.1,3.85,99.583,73.27,169.3,60.0,21.0,240.5
1984-09-14,341.45,99.1,3.85,99.583,73.27,169.15,60.0,21.0,240.5
1984-09-17,335.25,99.1,3.85,99.583,73.27,169.3,60.0,21.0,240.5
1984-09-18,336.75,99.1,3.85,99.583,73.27,168.55,60.0,21.0,240.5
1984-09-19,340.0,99.1,3.85,99.583,73.27,167.15,60.0,21.0,240.5
1984-09-20,338.75,99.1,3.85,99.583,73.27,167.75,60.0,21.0,240.5
1984-09-21,343.5,99.1,3.85,99.583,73.27,165.67,60.0,21.0,240.5
1984-09-24,347.75,99.1,3.85,99.583,73.27,169.4,60.0,21.0,240.5
1984-09-25,345.0,99.1,3.85,99.583,73.27,169.95,60.0,21.0,240.5
1984-09-26,346.1,99.1,3.85,99.583,73.27,170.7,60.0,21.0,240.5
1984-09-27,345.25,99.1,3.85,99.583,73.27,171.85,60.0,21.0,240.5
1984-09-28,343.75,99.1,3.85,99.583,73.27,170.1,60.0,21.0,240.5
1984-09-30,343.75,100.9,3.85,99.583,73.27,170.1,60.0,21.0,240.5
1984-10-01,345.4,100.9,3.85,99.583,73.27,168.45,60.0,21.0,240.5
1984-10-02,345.25,100.9,3.85,99.583,73.27,166.7,60.0,21.0,240.5
1984-10-03,348.5,100.9,3.85,99.583,73.27,166.2,60.0,21.0,240.5
1984-10-04,346.25,100.9,3.85,99.583,73.27,166.75,60.0,21.0,240.5
1984-10-05,343.8,100.9,3.85,99.583,73.27,166.15,60.0,21.0,240.5
1984-10-08,341.6,100.9,3.85,99.583,73.27,166.1,60.0,21.0,240.5
1984-10-09,341.0,100.9,3.85,99.583,73.27,164.5,60.0,21.0,240.5
1984-10-10,337.75,100.9,3.85,99.583,73.27,165.4,60.0,21.0,240.5
1984-10-11,338.1,100.9,3.85,99.583,73.27,166.15,60.0,21.0,240.5
1984-10-12,338.9,100.9,3.85,99.583,73.27,167.25,60.0,21.0,240.5
1984-10-15,338.65,100.9,3.85,99.583,73.27,168.8,60.0,21.0,240.5
1984-10-16,339.5,100.9,3.85,99.583,73.27,167.95,60.0,21.0,240.5
1984-10-17,340.55,100.9,3.85,99.583,73.27,167.65,60.0,21.0,240.5
1984-10-18,339.5,100.9,3.85,99.583,73.27,172.75,60.0,21.0,240.5
1984-10-19,339.5,100.9,3.85,99.583,73.27,171.75,60.0,21.0,240.5
1984-10-22,338.4,100.9,3.85,99.583,73.27,171.45,60.0,21.0,240.5
1984-10-23,340.0,100.9,3.85,99.583,73.27,171.55,60.0,21.0,240.5
1984-10-24,340.0,100.9,3.85,99.583,73.27,171.25,60.0,21.0,240.5
1984-10-25,338.5,100.9,3.85,99.583,73.27,168.95,60.0,21.0,240.5
1984-10-26,337.6,100.9,3.85,99.583,73.27,168.1,60.0,21.0,240.5
1984-10-29,336.25,100.9,3.85,99.583,73.27,167.6,60.0,21.0,240.5
1984-10-30,335.5,100.9,3.85,99.583,73.27,169.5,60.0,21.0,240.5
1984-10-31,333.5,96.3,3.85,99.583,73.27,168.6,60.0,21.0,240.5
1984-11-01,333.8,96.3,3.85,99.583,73.27,170.4,60.0,21.0,240.5
1984-11-02,343.1,96.3,3.85,99.583,73.27,170.05,60.0,21.0,240.5
1984-11-05,342.45,96.3,3.85,99.583,73.27,170.7,60.0,21.0,240.5
1984-11-06,346.1,96.3,3.85,99.583,73.27,172.85,60.0,21.0,240.5
1984-11-07,347.6,96.3,3.85,99.583,73.27,170.05,60.0,21.0,240.5
1984-11-08,347.1,96.3,3.85,99.583,73.27,170.15,60.0,21.0,240.5
1984-11-09,346.8,96.3,3.85,99.583,73.27,168.55,60.0,21.0,240.5
1984-11-12,345.75,96.3,3.85,99.583,73.27,169.0,60.0,21.0,240.5
1984-11-13,350.45,96.3,3.85,99.583,73.27,167.25,60.0,21.0,240.5
1984-11-14,345.8,96.3,3.85,99.583,73.27,167.4,60.0,21.0,240.5
1984-11-15,343.75,96.3,3.85,99.583,73.27,167.6,60.0,21.0,240.5
1984-11-16,345.0,96.3,3.85,99.583,73.27,165.85,60.0,21.0,240.5
1984-11-19,343.4,96.3,3.85,99.583,73.27,164.75,60.0,21.0,240.5
1984-11-20,342.65,96.3,3.85,99.583,73.27,165.9,60.0,21.0,240.5
1984-11-21,340.3,96.3,3.85,99.583,73.27,166.55,60.0,21.0,240.5
1984-11-22,341.95,96.3,3.85,99.583,73.27,166.55,60.0,21.0,240.5
1984-11-23,341.5,96.3,3.85,99.583,73.27,168.0,60.0,21.0,240.5
1984-11-26,336.9,96.3,3.85,99.583,73.27,166.8,60.0,21.0,240.5
1984-11-27,332.9,96.3,3.85,99.583,73.27,168.2,60.0,21.0,240.5
1984-11-28,329.0,96.3,3.85,99.583,73.27,166.0,60.0,21.0,240.5
1984-11-29,330.6,96.3,3.85,99.583,73.27,164.85,60.0,21.0,240.5
1984-11-30,329.0,95.7,3.85,99.583,73.27,164.55,60.0,21.0,240.5
1984-12-03,329.5,95.7,3.85,99.583,73.27,164.15,60.0,21.0,240.5
1984-12-04,332.0,95.7,3.85,99.583,73.27,164.3,60.0,21.0,240.5
1984-12-05,329.9,95.7,3.85,99.583,73.27,162.65,60.0,21.0,240.5
1984-12-06,330.75,95.7,3.85,99.583,73.27,163.2,60.0,21.0,240.5
1984-12-07,327.0,95.7,3.85,99.583,73.27,162.45,60.0,21.0,240.5
1984-12-10,326.25,95.7,3.85,99.583,73.27,163.75,60.0,21.0,240.5
1984-12-11,326.75,95.7,3.85,99.583,73.27,163.95,60.0,21.0,240.5
1984-12-12,324.5,95.7,3.85,99.583,73.27,163.3,60.0,21.0,240.5
1984-12-13,324.25,95.7,3.85,99.583,73.27,161.7,60.0,21.0,240.5
1984-12-14,322.5,95.7,3.85,99.583,73.27,163.05,60.0,21.0,240.5
1984-12-17,315.0,95.7,3.85,99.583,73.27,164.1,60.0,21.0,240.5
1984-12-18,309.0,95.7,3.85,99.583,73.27,168.35,60.0,21.0,240.5
1984-12-19,309.3,95.7,3.85,99.583,73.27,167.6,60.0,21.0,240.5
1984-12-20,307.5,95.7,3.85,99.583,73.27,166.4,60.0,21.0,240.5
1984-12-21,311.0,95.7,3.85,99.583,73.27,165.51,60.0,21.0,240.5
1984-12-24,311.0,95.7,3.85,99.583,73.27,171.15,60.0,21.0,240.5
1984-12-25,311.0,95.7,3.85,99.583,73.27,171.15,60.0,21.0,240.5
1984-12-26,311.0,95.7,3.85,99.583,73.27,170.15,60.0,21.0,240.5
